"Year Month","State","Countym","Industry","Suspicious Activity","Count"
"2020 March","Tennessee","Robertson County, TN","Depository Institution","Other Other Suspicious Activities","1"
"2020 March","Tennessee","Robertson County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","5"
"2020 March","Tennessee","Robertson County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","2"
"2020 March","Tennessee","Robertson County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 March","Tennessee","Robertson County, TN","Depository Institution","Transaction(s) Below CTR Threshold","5"
"2020 March","Tennessee","Robertson County, TN","Depository Institution","[Total]","17"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Account Takeover","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","ACH","2"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Check","17"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Counterfeit Instrument","3"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Elder Financial Exploitation","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Forgeries","2"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Funnel Account","2"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Human Smuggling","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Mail","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Mass-Marketing","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Other Fraud (Type)","4"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Other Money Laundering","12"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Other Other Suspicious Activities","5"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Other Structuring","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Suspicion Concerning the Source of Funds","24"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Suspicious EFT/Wire Transfers","19"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Suspicious Use of Multiple Accounts","9"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Suspicious use of multiple transaction locations","27"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","8"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Trade Based Money Laundering/Black Market Peso Exchange","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","8"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","23"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Transaction(s) Below CTR Threshold","17"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Transaction(s) Involving Foreign High Risk Jurisdiction","5"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Two or More Individuals Working Together","10"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","Wire","6"
"2020 March","Tennessee","Rutherford County, TN","Depository Institution","[Total]","212"
"2020 March","Tennessee","Scott County, TN","Depository Institution","Transaction(s) Below CTR Threshold","2"
"2020 March","Tennessee","Scott County, TN","Depository Institution","[Total]","2"
"2020 March","Tennessee","Sequatchie County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","1"
"2020 March","Tennessee","Sequatchie County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","1"
"2020 March","Tennessee","Sequatchie County, TN","Depository Institution","Transaction(s) Below CTR Threshold","10"
"2020 March","Tennessee","Sequatchie County, TN","Depository Institution","[Total]","12"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Account Takeover","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","ACH","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Advance Fee","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Check","2"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Elder Financial Exploitation","4"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Human Trafficking","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Other Fraud (Type)","2"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Other Other Suspicious Activities","2"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Provided Questionable or False Identification","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Suspicion Concerning the Source of Funds","5"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Suspicious EFT/Wire Transfers","3"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Suspicious Use of Multiple Accounts","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Suspicious use of multiple transaction locations","9"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","3"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","4"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Transaction(s) Below CTR Threshold","10"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Two or More Individuals Working Together","1"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","Wire","2"
"2020 March","Tennessee","Sevier County, TN","Depository Institution","[Total]","55"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Account Takeover","1"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","ACH","11"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Advance Fee","3"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Against Financial Institution Customer(s)","3"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Alters or Cancels Transaction to Avoid CTR Requirement","4"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Business Loan","2"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Check","80"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Consumer Loan (see instructions)","5"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Counterfeit Instrument","27"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Credit/Debit Card","8"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Elder Financial Exploitation","10"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Embezzlement/Theft/Disappearance of Funds","4"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Exchanges Small Bills for Large Bills or Vice Versa","3"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Forgeries","13"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Funnel Account","11"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Human Trafficking","1"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Identity Theft","3"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences","1"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Mail","3"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Mass-Marketing","4"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Misuse of Position or Self-Dealing","4"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Other Fraud (Type)","16"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Other Money Laundering","15"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Other Other Suspicious Activities","15"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Ponzi Scheme","1"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Provided Questionable or False Documentation","5"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Provided Questionable or False Identification","3"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicion Concerning the Physical Condition of Funds","1"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicion Concerning the Source of Funds","109"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious Designation of Beneficiaries, Assignees or Joint Owners","2"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious EFT/Wire Transfers","61"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements","2"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious Use of Informal Value Transfer System","1"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious Use of Multiple Accounts","26"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious use of multiple transaction locations","100"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious Use of Noncash Monetary Instruments","25"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Suspicious Use of Third-Party Transactors (Straw-Man)","1"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Transaction Out of Pattern for Customer(s)","63"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","81"
"2020 March","Tennessee","Shelby County, TN","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","1"
